# 초기화 시각: 2026-08-06T18:51:06+09:00
# 형식: 종류|식별자|보조 식별자|상태
raw_observation|Da7XRk9jV2g|knowledgeins_kr|kinds=;status=excluded_format_only
raw_observation|DbVQooexzRR|gimhae_city|kinds=;status=excluded_format_only
raw_observation|CuGIuFlggmc|ckdhc__official|kinds=;status=excluded_format_only
raw_observation|DaC_-IRBKbt|bebememo_kr|kinds=;status=excluded_format_only
raw_observation|DbmVmljgvrF|haeundae_official|kinds=;status=excluded_format_only
raw_observation|DUo3n-8E-Fd|usbukgu|kinds=;status=excluded_format_only
raw_observation|DbH4hT-Au5z|k_health_promotion|kinds=;status=excluded_format_only
raw_observation|DbNLsIEhWSM|somda.park|kinds=;status=excluded_format_only
raw_observation|DbpEcakumi-|donghae.city|kinds=;status=excluded_format_only
raw_observation|DbIMk1-PyUt|nowhospital|kinds=;status=excluded_format_only
raw_observation|DbMnqMdJzpt|hubase_yakguk_official|kinds=;status=excluded_format_only
raw_observation|CnoBnTDK-RY|kyuh.ac.kr|kinds=;status=excluded_format_only
raw_observation|DYEmx8aiI5k|rehart_official|kinds=;status=excluded_format_only
raw_observation|Dahwv9fp4eh|doremi.pharmacy.official|kinds=;status=excluded_format_only
raw_observation|DbDVfjvxEqf|ohshu_market|kinds=;status=excluded_format_only
raw_observation|DNNKv76z6z_|ud_dental|kinds=;status=excluded_format_only
raw_observation|DZMrg-fRZFH|yesan_gun|kinds=;status=excluded_format_only
raw_observation|DbXveTfvnEU|owm.pharm.official|kinds=;status=excluded_format_only
raw_observation|DZv9lJIRpYQ|drugsafe_official|kinds=;status=excluded_format_only
raw_observation|DHsQTv9pPuY|onyoubio|kinds=;status=excluded_format_only
raw_observation|DYUfntnRk-r|official_medicoach|kinds=;status=excluded_format_only
raw_observation|DSXOLVbEnen|heimish__h_|kinds=;status=excluded_format_only
raw_observation|Da13If4E-p2|daewonpharm|kinds=;status=excluded_format_only
raw_observation|DV7tjf-CbHo|mypill_inc|kinds=;status=excluded_format_only
raw_observation|DZ3kqBfIXAn|pyunhanga_official|kinds=;status=excluded_format_only
raw_observation|DQvKEcSjA8r|idjmpharm|kinds=;status=excluded_format_only
raw_observation|DaCxqnDTN8B|medikingdom_pharmacy|kinds=;status=excluded_format_only
raw_observation|DXL-_joEf1g|yes_yaksa|kinds=;status=excluded_format_only
raw_observation|C4hpwbWrTxw|yulbang_counseling|kinds=;status=excluded_format_only
raw_observation|Cg-fpcZlJby|dongdong_pharm|kinds=;status=excluded_format_only
raw_observation|C2BiBHYpnQk|gangnam_yaksa|kinds=;status=excluded_format_only
raw_observation|DMeq6KOql6n|gmpharmacist|kinds=;status=excluded_format_only
raw_observation|Dac24qXoh71|pharmacy_nana|kinds=;status=excluded_format_only
raw_observation|DbdGNZDIuBF|dang.dang_yaksa|kinds=;status=excluded_format_only
raw_observation|DaRdeqfz9Ai|dani_yaksa|kinds=;status=excluded_format_only
raw_observation|DbnHgPvEVJ1|wikiyaksa|kinds=;status=excluded_format_only
raw_observation|DVoHmvxktbO|hongsee_yaksa|kinds=;status=excluded_format_only
raw_observation|DbnkozGClMY|dobi_yaksa|kinds=;status=excluded_format_only
raw_observation|DZj6lwBGN03|teri_yaksa|kinds=;status=excluded_format_only
raw_observation|Dbpqt22k32-|supermom_yaksa|kinds=;status=excluded_format_only
raw_observation|DbiHTXkk5RC|kkumyak|kinds=;status=excluded_format_only
raw_observation|DbpU9JzRTu4|mentor_pharm|kinds=;status=excluded_format_only
raw_observation|DbqeggbEufS|yaksa_mh|kinds=;status=excluded_format_only
raw_observation|DLhXpBnhH5Q|jasin_yaksa|kind=content_detail;content_id=JASIN-DLhXpBnhH5Q;status=observed
search_result|DLmvta9yvub|여행 상비약|search result observed
search_result|C3CwAvZOG-V|여행 상비약|search result observed
search_result|DPQ637mgTqU|여행 상비약|search result observed
search_result|DMpbeviPOK0|여행 상비약|search result observed
search_result|DbhGfCAAZCf|여행 상비약|search result observed
search_result|DZ8-n_ICU7N|여행 상비약|search result observed
search_result|DWJlAkLv9Th|여행 상비약|search result observed
search_result|C1bk4JQrhRl|여행 상비약|search result observed
search_result|DTCFK5-E-Qp|여행 상비약|search result observed
search_result|DJIag3xTWkC|여행 상비약|search result observed
search_result|DJB5O21p678|여행 상비약|search result observed
search_result|DUaW_5nkjo4|여행 상비약|search result observed
search_result|DThK8sagZEW|여행 상비약|search result observed
search_result|DIv_ETjpeEx|여행 상비약|search result observed
search_result|DMmsQUXSyh2|여행 상비약|search result observed
search_result|DUrX1QKkxjG|여행 상비약|search result observed
search_result|DbIO7IiMV-l|여행 상비약|search result observed
search_result|DKi9odGRJWM|여행 상비약|search result observed
search_result|C8Wy9V-JA7Y|여행 상비약|search result observed
search_result|DJJFu62T6ca|여행 상비약|search result observed
search|여행 상비약|20260807-E1-IAM-TRAVEL-CAROUSEL-01|검색 결과 21개; iam_yaksa DLmvta9yvub 직접 확인; 신규 콘텐츠 1건
content|IAM-DLmvta9yvub|20260807-E1-IAM-TRAVEL-CAROUSEL-01|F 형식 전용 캐러셀; 2025-07-02; 포맷 FMT-TRAVEL-MED-KIT-CHECKLIST-001
format|FMT-TRAVEL-MED-KIT-CHECKLIST-001|DLmvta9yvub|국내 약사 사용 2계정·2영상; 소진도 여유 있음
candidate_review|DMpbeviPOK0|all.about.20s|excluded_nonmedical_aggregator
candidate_review|DbhGfCAAZCf|oneul_pharmacy|not_added_views_unavailable_and_carousel_detail_unconfirmed
candidate_review|DGNnqryT9k0|shine_yaksa|resolved_hold_direct_review
search_result|C4Hx7IHpd2g|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C61FhrhynbF|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C6qbmh2JYBX|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C7tTwVSqJrj|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C89AjGJJCwW|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C9cQ6fLJwAY|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C-9XbeHsivI|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C-nIQ3GvjOu|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|CodgqPJhcBl|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|CsiNVnZgwhB|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|C-VMKSsJOu1|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|Cwhg7xVNinM|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|Da2p-QmzUA2|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DaccZphTwuz|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DagrkSdzPhC|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DaKfAslP-sq|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DamiDSbPao5|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DapgBjRvKVS|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DaSMv9axFm4|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DaSuejrvNDU|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DaVEbOTi42W|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DaxIh7cvyJi|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|Dba30WhS7XI|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DbsBxt9p9f4|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DbSegOGpUK-|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DbXAoK7vJ_T|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DGhfk4bzGyk|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DJoZgnfJJSa|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DKzjqPkPmpK|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DOfKAu0EygQ|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DRoaqIXCaxm|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DVPyU4kCdPM|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DVsUIENCddV|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DW6KYmLj6tO|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DWsheD5D_m3|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DXl-6uKgq0P|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DXsmQwziQ-y|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DXt0HuuE2uB|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZ4hVpABVdm|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZClVclBW59|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZCNKufPJA8|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZFRi7hhlZI|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZGjsfLzT9s|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZmbXpFhcwV|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZR7d_SBz5a|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZsEZdsTxhU|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZwr8-SidtC|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZzFXmvzr4_|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DZZyw1bCn5n|raw nested result ledger reconciliation|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DXoImmUyYii|raw nested result ledger reconciliation correction|20260807-E1-PHARMACY-SKIN-SEARCH-01
search_result|DRdoIP_D7Zz|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DPQAPMiCQGk|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DYzCQ8fRdS5|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|Dar6dLXRzYg|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DWXs33ViTwC|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DPN538Wj4ip|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DNdCSoZyp2E|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DYWVIn2CKT2|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|Cz5wnnIrP_q|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DBdp9OTS1C9|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DVyf9E5j7uN|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|DWlL-nYEg5-|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ACNE-SEARCH-01
search_result|C7RB_JTvmgE|raw nested result ledger reconciliation correction|20260807-E0-KNOWN-ITEM-FIX-ACNE-01
search_result|DbVMg0nvMtU|raw nested result ledger reconciliation correction|20260807-E0-KNOWN-ITEM-FIX-ACNE-01
search_result|DGNnqryT9k0|raw nested result ledger reconciliation correction|20260807-E0-KNOWN-ITEM-FIX-ACNE-01
search_result|DLhXpBnhH5Q|raw nested result ledger reconciliation correction|20260807-E0-KNOWN-ITEM-FIX-ACNE-01
search_result|DXT6okcDyaI|raw nested result ledger reconciliation correction|20260807-E0-KNOWN-ITEM-FIX-ACNE-01
search_result|DYMxNgBP848|raw nested result ledger reconciliation correction|20260807-E0-KNOWN-ITEM-FIX-ACNE-01
search_result|DZFEzk5vLQt|raw nested result ledger reconciliation correction|20260807-E0-KNOWN-ITEM-FIX-ACNE-01
search_result|DV7q4iZj0Bn|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DSLnYc4kyRS|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DXyoSXvTA-3|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|Dbe2QLBv-F4|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|Cz8N2n_uQKG|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DXMSHzNkS4u|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DbisDR2Txey|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|CzfLHybPotm|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DaVFiQHS7jb|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DaAflZaTQCg|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DU4ytqrCcON|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DZ7x5WIB9Nw|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DaNNGurt8HI|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DHS6wbvMLdM|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DV3X--Hk09F|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DH2bykqzt7Q|raw nested result ledger reconciliation|20260807-E1-PHARMACY-COLD-SEARCH-01
search_result|DPLwu5MkgxN|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DWiKGWvCXrh|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DVrh4yizzpk|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DVu-WUjE6Ca|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|C6tBAUwOZlK|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DWL56-Akof-|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DbaJWkIzYA6|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DUiJS50Ef_1|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|C68l20wJtWL|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DWQkRTWiXGa|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DV5UuhIEWBB|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DWRKoNmgVi5|raw nested result ledger reconciliation|20260807-E1-PHARMACY-ALLERGY-01
search_result|DUnRFWVEwPj|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DVDp18qE-wJ|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DbqCVKMh8JN|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DVJWNrYkfaB|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DaoXGeMT2Kl|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|Czdn23VpxKY|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DZEhOIkv697|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DY1w-D2BC7M|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DbbFZDxvGYt|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DaCwVr-hVdV|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|C7cyW0by52E|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DKzjqPkPmpK|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|Dbmom5rpbvB|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DY6cShXvvqZ|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DVQmvmpgSeI|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|DXgbP6xS9JP|raw nested result ledger reconciliation|20260807-E1-PHARMACY-HAIR-01
search_result|C84MvUOuSsc|raw nested result ledger reconciliation|20260807-E0-PHARMACY-HAIR-LEDGER-FIX-01
content|SHINEYAKSA-DGNnqryT9k0|DGNnqryT9k0|raw observed; ledger reconciliation
content|MYOYAKSA-C-nIQ3GvjOu|C-nIQ3GvjOu|raw observed; ledger reconciliation
content|PHARMY-C84MvUOuSsc|C84MvUOuSsc|raw observed; ledger reconciliation
content|SUNNY-C6tBAUwOZlK|C6tBAUwOZlK|raw observed; ledger reconciliation
content|GOODHONEYTIP-C-9XbeHsivI|C-9XbeHsivI|raw observed; ledger reconciliation
content|IAM-Cz8N2n_uQKG|Cz8N2n_uQKG|raw observed; ledger reconciliation
content|SZAMSTUDIO-C7tTwVSqJrj|C7tTwVSqJrj|raw observed; ledger reconciliation
content|DASI-DPQAPMiCQGk|DPQAPMiCQGk|raw observed; ledger reconciliation
content|EUNHAYAK-DPLwu5MkgxN|DPLwu5MkgxN|raw observed; ledger reconciliation
content|SZAMSTOUDIO-C7tTwVSqJrj|C7tTwVSqJrj|raw observed; ledger reconciliation; raw ID spelling preserved
profile|spa_official2|https://www.instagram.com/spa_official2/|20260808-E1-LOGIN-RESUME-READONLY-01|page unavailable
profile|knjbio.official|https://www.instagram.com/knjbio.official/|20260808-E1-LOGIN-RESUME-READONLY-01|profile metrics refreshed
profile|lemonpharmacy38|https://www.instagram.com/lemonpharmacy38/|20260808-E1-LOGIN-RESUME-READONLY-01|profile and four reel links refreshed
profile|innerdew.official|https://www.instagram.com/innerdew.official/|20260808-E1-LOGIN-RESUME-READONLY-01|profile and eight content links refreshed
profile|pharmacyinpalm_official|https://www.instagram.com/pharmacyinpalm_official/|20260808-E1-LOGIN-RESUME-READONLY-01|profile refreshed; reels tab absent
profile|tony71004|https://www.instagram.com/tony71004/|20260808-E1-LOGIN-RESUME-READONLY-01|profile refreshed; reels tab absent
profile|jjing_yaksa|https://www.instagram.com/jjing_yaksa/|20260808-E1-LOGIN-RESUME-READONLY-01|profile refreshed; reels tab visible
content|LEMONPHARMACY38-DbrwN6VzYbq|DbrwN6VzYbq|20260808-E1-LOGIN-RESUME-READONLY-01|direct detail likes 11 comments 0; views not visible
content|MYYAKSA-DbnUYqJJWN0|DbnUYqJJWN0|20260808-E1-LOGIN-RESUME-READONLY-01|direct caption/detail refreshed; first 3s and capture unavailable
content|YUYAK-DIzmDd_Ttws|DIzmDd_Ttws|20260808-E1-LOGIN-RESUME-READONLY-01|direct caption/detail refreshed; views not visible and outside recent12
reel|knjbio.official|DEyYbS3z1X7|20260808-E1-LOGIN-QUEUE-REELS-02|view 1622
reel|knjbio.official|C1BHP-IqRef|20260808-E1-LOGIN-QUEUE-REELS-02|view 272
reel|knjbio.official|Cha7SxRjeRe|20260808-E1-LOGIN-QUEUE-REELS-02|view 199
reel|knjbio.official|CceQlGGjxmO|20260808-E1-LOGIN-QUEUE-REELS-02|view 196
reel|knjbio.official|CcRWg6QDLR2|20260808-E1-LOGIN-QUEUE-REELS-02|view 137
reel|knjbio.official|Cb6tCLwDtCE|20260808-E1-LOGIN-QUEUE-REELS-02|view 453
reel|knjbio.official|CUyfxZwh0qu|20260808-E1-LOGIN-QUEUE-REELS-02|view 337
reel|knjbio.official|CUutmpXJ07d|20260808-E1-LOGIN-QUEUE-REELS-02|view 250
reel|knjbio.official|CUodBloBqNu|20260808-E1-LOGIN-QUEUE-REELS-02|view 250
reel|knjbio.official|CUb76zEpSgr|20260808-E1-LOGIN-QUEUE-REELS-02|view 289
reel|knjbio.official|CUMUiUdJkIu|20260808-E1-LOGIN-QUEUE-REELS-02|view 333
reel|innerdew.official|DZ44qRdh-zJ|20260808-E1-LOGIN-QUEUE-REELS-02|view 217
reel|innerdew.official|DZpAtZZz52W|20260808-E1-LOGIN-QUEUE-REELS-02|view 3.3만
reel|innerdew.official|DZZvTGRzVbi|20260808-E1-LOGIN-QUEUE-REELS-02|view 294
reel|innerdew.official|DZUVy73Tmvz|20260808-E1-LOGIN-QUEUE-REELS-02|view 316
reel|innerdew.official|DZMly9NTbV_|20260808-E1-LOGIN-QUEUE-REELS-02|view 2.3만
reel|lemonpharmacy38|DbrwN6VzYbq|20260808-E1-LOGIN-QUEUE-REELS-02|view 126
reel|lemonpharmacy38|DbpoTbpTf-c|20260808-E1-LOGIN-QUEUE-REELS-02|view 121
reel|lemonpharmacy38|DbmfG60TcLv|20260808-E1-LOGIN-QUEUE-REELS-02|view 144
reel|lemonpharmacy38|DbkA0BZzf0G|20260808-E1-LOGIN-QUEUE-REELS-02|view 124
reel|lemonpharmacy38|DbhnPJ0TuqW|20260808-E1-LOGIN-QUEUE-REELS-02|view 152
reel|jjing_yaksa|CMtyYjPntVd|20260808-E1-LOGIN-QUEUE-REELS-02|view 1180
reel|jjing_yaksa|CLxxmnrnFXE|20260808-E1-LOGIN-QUEUE-REELS-02|view 1969
reel|jjing_yaksa|CI7sQP_H-nB|20260808-E1-LOGIN-QUEUE-REELS-02|view 845
batch|20260808-E1-LOGIN-QUEUE-REELS-02-APPLY|LEMONPHARMACY38-DbrwN6VzYbq|queue updates and content row metric refresh
content|jasin_yaksa|DLhXpBnhH5Q|20260808-E1-LOGIN-PAID-REACH-03|post ad label absent; profile commercial links visible
profile_link|jasin_yaksa|link.inpock.co.kr/jasin_yaksa_|20260808-E1-LOGIN-PAID-REACH-03|product opens group-buy schedule and consultation link visible
batch|20260808-E1-LOGIN-PAID-REACH-03|JASIN-DLhXpBnhH5Q|paid reach field resolved with direct read-only evidence
profile|sunny_yaksa|20260808-E1-LOGIN-PROFILE-BLANKS-04|followers 7.7만; posts 134
profile|pharmy.official|20260808-E1-LOGIN-PROFILE-BLANKS-04|followers 909; posts 90
batch|20260808-E1-LOGIN-PROFILE-BLANKS-04|sunny_yaksa+pharmy.official|account profile blanks resolved with direct read-only evidence
profile|anamhospital|20260808-E1-LOGIN-PROFILE-BLANKS-05|followers 2740; posts 136
profile|ud_dental|20260808-E1-LOGIN-PROFILE-BLANKS-05|followers 1.3만; posts 1830
batch|20260808-E1-LOGIN-PROFILE-BLANKS-05|anamhospital+ud_dental|account post-count blanks resolved with direct read-only evidence
profile|minish_dental.hospital|20260808-E1-LOGIN-PROFILE-BLANKS-06|followers 2만; posts 453
profile|segyero_dental|20260808-E1-LOGIN-PROFILE-BLANKS-06|followers 1561; posts 1235
batch|20260808-E1-LOGIN-PROFILE-BLANKS-06|minish_dental.hospital+segyero_dental|account profile blanks resolved with direct read-only evidence
profile|baro2dc|20260808-E1-LOGIN-PROFILE-BLANKS-07|followers 676; posts 137
profile|yoshanchuen|20260808-E1-LOGIN-PROFILE-BLANKS-07|followers 3021; posts 3337
batch|20260808-E1-LOGIN-PROFILE-BLANKS-07|baro2dc+yoshanchuen|account profile blanks resolved with direct read-only evidence
profile|korea_pharmacy|20260808-E1-LOGIN-PROFILE-BLANKS-08|followers 1004; posts 261
profile|nids_korea|20260808-E1-LOGIN-PROFILE-BLANKS-08|followers 1526; posts 160
batch|20260808-E1-LOGIN-PROFILE-BLANKS-08|korea_pharmacy+nids_korea|account profile blanks resolved with direct read-only evidence
profile|hello_khidi|20260808-E1-LOGIN-PROFILE-BLANKS-09|followers 1.4만; posts 941
profile|jwtalk_official|20260808-E1-LOGIN-PROFILE-BLANKS-09|followers 6775; posts 189
batch|20260808-E1-LOGIN-PROFILE-BLANKS-09|hello_khidi+jwtalk_official|account profile blanks resolved with direct read-only evidence
profile|hanwhapharm_official|20260808-E1-LOGIN-PROFILE-BLANKS-10|followers 398; posts 149
batch|20260808-E1-LOGIN-PROFILE-BLANKS-10|hanwhapharm_official|account profile blanks resolved with direct read-only evidence
queue_profile|spa_official2|20260808-E1-LOGIN-QUEUE-PROFILE-11|profile unavailable; no new evidence
queue_profile|pharmacyinpalm_official|20260808-E1-LOGIN-QUEUE-PROFILE-11|followers 188; posts 10; reels tab unavailable; existing queue evidence unchanged
batch|20260808-E1-LOGIN-QUEUE-PROFILE-11|spa_official2+pharmacyinpalm_official|queue profile retry produced no safe queue or data update
queue_profile|tony71004|20260808-E1-LOGIN-QUEUE-PROFILE-12|followers 5001; posts 144; existing queue evidence unchanged
queue_profile|jjing_yaksa|20260808-E1-LOGIN-QUEUE-PROFILE-12|followers 1119; posts 43; reels tab visible; existing queue evidence unchanged
batch|20260808-E1-LOGIN-QUEUE-PROFILE-12|tony71004+jjing_yaksa|queue profile retry produced no safe queue or data update
content_recheck|MYYAKSA-DbnUYqJJWN0|20260808-E1-LOGIN-MYYAKSA-CONTENT-RECHECK-13|title and caption visible; first3/hook/structure/editing/format/capture unresolved
batch|20260808-E1-LOGIN-MYYAKSA-CONTENT-RECHECK-13|MYYAKSA-DbnUYqJJWN0|content detail recheck produced no safe data update
content_recheck|YUYAK-DIzmDd_Ttws|20260808-E1-LOGIN-YUYAK-CONTENT-RECHECK-14|title and caption visible; view count unavailable; outside recent12
batch|20260808-E1-LOGIN-YUYAK-CONTENT-RECHECK-14|YUYAK-DIzmDd_Ttws|content detail recheck produced no safe data update
content_recheck|MYYAKSA-DbnUYqJJWN0|20260808-E1-LOGIN-MYYAKSA-FRAME-CAPTURE-15|video DOM and 0.6s/3.6s frame captures resolved first3/hook/structure/editing/capture
batch|20260808-E1-LOGIN-MYYAKSA-FRAME-CAPTURE-15|MYYAKSA-DbnUYqJJWN0|content frame capture produced one safe data update; format ID remains unresolved
content_format|MYYAKSA-DbnUYqJJWN0|20260808-E0-OFFLINE-MYYAKSA-FORMAT-MAP-16|mapped to FMT-BUY-DONTBUY-001 with 3+3 buy/dont-buy variant
batch|20260808-E0-OFFLINE-MYYAKSA-FORMAT-MAP-16|MYYAKSA-DbnUYqJJWN0+FMT-BUY-DONTBUY-001|content format ID and existing format usage counts resolved from direct structure
