"﻿﻿포맷ID","포맷명","한줄정의","훅유형","구조(비트 단위로 초 배분까지)","길이대","편집장치","촬영","자막스타일","제작난이도(상·중·하)","필요장비","대표영상URL 3개","대표배수중앙값","국내약사사용계정수","국내약사사용영상수","국내최초사용일","국내최근사용일","소진도","인접버티컬사용","해외사용","이식가능성(상·중·하)","이식근거","각색안","어떤주제와붙나","배정적합인물","우리사용이력","재사용가능일","상태","사람검토","사람메모"
"FMT-SCALP-SOAP-CHECK-001","제품군별 두피 상태 점검형","제품군을 금지·추천 목록으로 나누고 두피 상태 확인 행동으로 마무리","질문형","제품군별 금지·추천 목록→두피 상태 확인 경고→저장 CTA","45-60초","제품군별 목록·두피 상태 기준·저장 CTA","제품 패키지와 성분표 중심의 약사 설명형 릴스","","","","https://www.instagram.com/dr.hair_lee/reel/DWDAkYwEpjj/","38.39","1","1","2026-07-22","2026-07-22","무주공산","국내 메디컬 인접 계정","미조사","검토","raw에서 직접 확인한 포맷 지문: 질문형 훅 → 제품군별 금지·추천 목록 → 상태 확인 경고 → 저장 CTA. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","선영: 두피 상태별 생활용품 선택 기준과 금지 목록","탈모·두피·생활용품 선택","선영","미사용","","후보","검토","raw format_fingerprint 직접 관측값으로 신규 카드 생성. 국내 약사 사용계정수·E10 역추적·캡처는 후속 확인 대상. | 2026-08-07T05:23:03+09:00 직접근거 보완: canonical 각색안에 명시된 배정 주체 '선영'를 배정적합인물에 기록. 연결 콘텐츠 DRHAIRLEE-DWDAkYwEpjj의 배정값 '선영'은 콘텐츠 원장에 그대로 보존."
"FMT-ALLERGY-RANKING-DM-001","알레르기약 순위·DM 연결형","전제 제시→알레르기약 순위 비교→DM CTA","목록형","전제 제시→알레르기약 순위 비교→DM CTA","","제품명 목록·순위 비교","","","","","https://www.instagram.com/manyjjju_yaksa/reel/DbU7fWtzX1P/","","1","1","2026-07-27","2026-07-27","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 목록형→전제 제시→알레르기약 순위 비교→DM CTA→제품명 목록·순위 비교. E10 역추적은 아직 확인하지 않음.","김주성: 알레르기약 성분별 선택 기준과 상담 CTA","알레르기약·성분 비교·상담","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-SKIN-TOP7-DM-001","피부 제품 TOP7·DM 연결형","TOP7 목록→제품별 특징·사용 목적→댓글 키워드 DM CTA","목록형","TOP7 목록→제품별 특징·사용 목적→댓글 키워드 DM CTA","","순위 숫자·제품명 자막·제품 이미지","약사 설명형 릴스","","","","https://www.instagram.com/alpaca_yaksa/reel/C_acRdkpjat/","","3","3","2024-08-29","2024-08-29","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 목록형→TOP7 목록→제품별 특징·사용 목적→댓글 키워드 DM CTA→순위 숫자·제품명 자막·제품 이미지. E10 역추적은 아직 확인하지 않음.","선영: 피부 고민별 약국템 TOP7과 선택 기준","피부 제품·사용 목적·선택 기준","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 1계정·1영상에서 3계정·3영상으로 보정; 소진도는 기존 값 유지."
"FMT-ALLERGY-MECHANISM-ACTION-001","알레르기 증상 원리·대응형","증상 제시→혈관·신경·히스타민 원리→생활 대응과 항히스타민제 팁","문제 해결형","증상 제시→혈관·신경·히스타민 원리→생활 대응과 항히스타민제 팁","20-40초","증상 키워드 강조·원인 단계 자막·대응 팁 카드","약사 토킹헤드·성분 설명 릴스","","","","https://www.instagram.com/ddib_yaksa/reel/DSjLo3qEj_-/;https://www.instagram.com/bro_yaksa/reel/DcLBnovymOz/","","2","2","2025-12-21","2026-08-17","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 문제 해결형→증상 제시→혈관·신경·히스타민 원리→생활 대응과 항히스타민제 팁→증상 키워드 강조·원인 단계 자막·대응 팁 카드. E10 역추적은 아직 확인하지 않음.","김주성: 증상별 알레르기 원리와 일반약 상담 기준","알레르기·히스타민·항히스타민제","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-LENS-RANKING-COMPARE-001","렌즈 성분·보습력 순위 비교형","순위 공개→성분·보습력·렌즈 호환 비교→추천 대상 정리","순위 비교형","순위 공개→성분·보습력·렌즈 호환 비교→추천 대상 정리","","순위 카운트다운·성분 자막·렌즈 아이콘","약사 설명형 릴스","","","","https://www.instagram.com/hayu_pharmacist/reel/DanMzctNKQ2/","","2","2","2026-07-10","2026-07-10","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 순위 비교형→순위 공개→성분·보습력·렌즈 호환 비교→추천 대상 정리→순위 카운트다운·성분 자막·렌즈 아이콘. E10 역추적은 아직 확인하지 않음.","선영: 콘택트렌즈 사용자의 성분·보습력 선택 기준","렌즈·점안·성분 비교","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 1계정·1영상에서 2계정·2영상으로 보정; 소진도는 기존 값 유지."
"FMT-PRECONCEPTION-CHECKLIST-DM-001","임신 준비 체크리스트·DM형","임신 준비 질문→영양제·생활 체크리스트→댓글 키워드 DM CTA","체크리스트형","임신 준비 질문→영양제·생활 체크리스트→댓글 키워드 DM CTA","","체크리스트 자막·핵심 성분 강조·저장 CTA","","","","","https://www.instagram.com/yaksa_nam/reel/DDZpK-WTpce/;https://www.instagram.com/iam_yaksa/p/DYuLFUymZeV/;https://www.instagram.com/yaksa_nam/p/DbATg1MJzF8/","7.65","3","4","2024-12-10","2026-08-20","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 체크리스트형→임신 준비 질문→영양제·생활 체크리스트→댓글 키워드 DM CTA→체크리스트 자막·핵심 성분 강조·저장 CTA. E10 역추적은 아직 확인하지 않음.","선영: 임신 준비 영양·생활 체크리스트와 상담 안내","임신 준비·영양제·생활습관","오약·선영","yeogi_yaksa/DcA-LIxotmE","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-18 yaksa_nam DbATg1MJzF8 추가: 남편 임신준비 생활습관·영양제 체크리스트 | 2026-08-20 yeogi_yaksa/DcA-LIxotmE 추가: 남성 임신준비·정자 상태별 영양제 4항목 체크리스트 릴스. 좋아요 232·댓글 4·리포스트 19, 조회수·의료 근거 미확인."
"FMT-PHARMACY-ASMR-BEHIND-001","약국 장비 ASMR·비하인드형","장비 소리 제시→장비별 역할 설명→고장 징후와 현장 반응","ASMR·비하인드형","장비 소리 제시→장비별 역할 설명→고장 징후와 현장 반응","","장비 클로즈업·소리 중심 편집·장비명 자막","","","","","https://www.instagram.com/timepharm/reel/DZwymy0xZ1F/","","1","1","2026-06-19","2026-06-19","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: ASMR·비하인드형→장비 소리 제시→장비별 역할 설명→고장 징후와 현장 반응→장비 클로즈업·소리 중심 편집·장비명 자막. E10 역추적은 아직 확인하지 않음.","공용: 약국 조제 장비 소리와 현장 안전 포인트","약국 현장·조제 장비·직업 이야기","김주성","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-SYMPTOM-SELF-CHECK-001","증상 자가진단·댓글 참여형","질문·증상 항목 제시→자가 점검 기준→댓글 키워드·경험 공유","자가진단형","질문·증상 항목 제시→자가 점검 기준→댓글 키워드·경험 공유","15-30초","번호형 증상 자막·체크 유도·짧은 반복 컷·댓글 키워드 CTA","텍스트·설명형 릴스","","","","https://www.instagram.com/yourhsis/reel/DaeBdcehd4H/;https://www.instagram.com/salt.yaksa/reel/DbApvf9T9WW/;https://www.instagram.com/salt.yaksa/reel/DaNk9DCz-_S/","3.97","3","4","2026-07-05","2026-08-11","여유 있음","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 자가진단형→질문 제시→증상 항목 나열→댓글 경험 공유→번호형 증상 자막·체크 유도·짧은 반복 컷. E10 역추적은 아직 확인하지 않음. 2026-08-11 salt.yaksa DbApvf9T9WW에서 27초·3개 이상 자가체크 기준·댓글 키워드 CTA·프로필 영양제 링크 구조를 추가 확인; 상세 화면 배치는 미확인.","나이 듦을 단정하지 않고 신호별 정상 범위·개인차·진료가 필요한 경고 신호를 구분한다. 6개 체크 후 댓글 자가진단 대신 생활습관 기록과 약사·의료진 상담 준비로 전환한다.","증상 체크·자가관리·경험 공유","김주성·오약·선영","미사용 | official_naproud/Db76NdsRlzs","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. 2026-08-11 salt.yaksa DbApvf9T9WW 추가로 동일 계정 2영상·대표배수 6.02 기록. 화면 게시일은 2026-07-22, OG meta는 2026-07-20으로 차이가 있으며 원본 프레임·썸네일은 저장하지 않음. 추가 사용 계정·E10 역추적은 미측정. | 2026-08-11 DaNk9DCz-_S 추가: 동일 계정 3번째 사용 영상, 47.9초·조회수212000·OG 좋아요1036·댓글143·리포스트37·배수1.91. 대표배수 중앙값 3.97·국내 사용 영상수 3·최근 확인일 2026-08-11·소진도 여유 있음으로 갱신. 대상 영상 세부 프레임은 미확인, 원본 이미지 미저장. | 2026-08-11T23:17:03+09:00 국내 약사 사용 추가: pharm_mison/DXocLlUifsu. 12초 탈모 초기 신호 체크리스트와 사진 비교 CTA의 압축형을 연결했다. 대표영상URL 3개 한도를 지켜 대상 URL은 raw·콘텐츠 행·사람메모에 보존. 소진도는 기존 여유 있음 유지. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 2계정·4영상에서 3계정·4영상으로 보정; 소진도는 기존 값 유지."
"FMT-SKIN-COMBINATION-CAUTION-001","피부 성분 금지 조합·시간 분리형","주의 조합 제시→자극 원리→사용 시간 분리→예시 제품 정보","금지 조합형","주의 조합 제시→자극 원리→사용 시간 분리→예시 제품 정보","","조합별 경고 아이콘·성분명 자막·아침/저녁 색상 구분","","","","","https://www.instagram.com/yak_guide/reel/DZFEzk5vLQt/","","1","1","2026-06-02","2026-06-02","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 금지 조합형→주의 조합 제시→자극 원리→사용 시간 분리→예시 제품 정보→조합별 경고 아이콘·성분명 자막·아침/저녁 색상 구분. E10 역추적은 아직 확인하지 않음.","선영: 피부 성분 금지 조합과 아침·저녁 사용 간격","피부 성분·자극·사용 간격","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-DRUG-EFFECT-QUESTION-001","약물 효과 저하 질문·이유 설명형","효과 저하 질문→약물·체중 변화 설명→댓글 반응 유도","질문·이유 설명형","효과 저하 질문→약물·체중 변화 설명→댓글 반응 유도","","약물명 강조·시간 경과 표현·질문형 자막","","","","","https://www.instagram.com/yaksa_hwanghaeyeon_/reel/DZ7ILajPZlE/","","1","1","2026-06-23","2026-06-23","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 질문·이유 설명형→효과 저하 질문→약물·체중 변화 설명→댓글 반응 유도→약물명 강조·시간 경과 표현·질문형 자막. E10 역추적은 아직 확인하지 않음.","김주성: 약물 효과 변화와 체중·복용 상황 점검","약물 안전·체중 변화·효과 점검","오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-SKIN-EXPERT-LIST-001","피부 전문가 추천 목록형","문제 제기→제품 목록→선택 기준","전문가 추천 목록","문제 제기→제품 목록→선택 기준","","제품 자막·목록형 편집","","","","","https://www.instagram.com/dr.wongu/reel/DPvbhndkuIU/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 전문가 추천 목록→문제 제기→제품 목록→선택 기준→제품 자막·목록형 편집. E10 역추적은 아직 확인하지 않음.","선영: 피부 고민별 제품군과 선택 기준 목록","피부·제품 선택·전문가 추천","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-INSTITUTION-SEASONAL-MESSAGE-001","기관 기념일 정보 메시지형","선택 질문→기념일 정보→기관 메시지","선택 질문","선택 질문→기념일 정보→기관 메시지","","이모지·큰 자막·브랜드 전환","","","","","https://www.instagram.com/nhis_korea/reel/DaUxfQPThqy/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 선택 질문→선택 질문→기념일 정보→기관 메시지→이모지·큰 자막·브랜드 전환. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","공용: 건강 기념일·검진 안내를 큰 자막과 공식 정보로 전환","공공건강·건강 기념일·기관 안내","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-PARTICIPATION-RECRUIT-CTA-001","참여 모집·혜택 안내형","참여 대상→상금·혜택→신청 안내","참여 모집형 공지","참여 대상→상금·혜택→신청 안내","","행사 정보 카드·이모지","","","","","https://www.instagram.com/loveplan__/reel/DMRObWYSkwf/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 참여 모집형 공지→참여 대상→상금·혜택→신청 안내→행사 정보 카드·이모지. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","공용: 건강 캠페인 참여 대상·혜택·신청 절차를 카드로 정리","건강 캠페인·참여 모집·신청 안내","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-HOSPITAL-CASE-MESSAGE-001","병원 현장 사례 메시지형","위기 제시→현장 대응→의료진 메시지","현장 사례형","위기 제시→현장 대응→의료진 메시지","","상황 자막·현장 서사","","","","","https://www.instagram.com/snubh_official/reel/DahbjFxvGNp/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 현장 사례형→위기 제시→현장 대응→의료진 메시지→상황 자막·현장 서사. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","공용: 환자 안전·의료진 대응 사례를 현장 서사로 설명","의료현장·환자 사례·의료진 메시지","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-HEALTH-MYTH-EXPLAINER-001","건강 통념 반박 정보형","선택 질문→통념 반박→건강 정보","정보형 도입","선택 질문→통념 반박→건강 정보","60-90초","핵심 자막·정보 카드","","","","","https://www.instagram.com/gunginam_tv/reel/Da7fqEtPInL/","","","","2026-08-12","2026-08-12","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→선택 질문→통념 반박→건강 정보→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","공용: 익숙한 건강 통념을 선택 질문과 근거 설명으로 전환","건강 통념·영양·생활습관","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-MEDICAL-TREND-INTRO-001","의료 트렌드·기관 메시지 도입형","인물 소개→트렌드 설명→병원 메시지","정보형 도입","인물 소개→트렌드 설명→병원 메시지","","핵심 자막·정보 카드","","","","","https://www.instagram.com/chosunich.official/reel/DbE1oRhhmwh/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→인물 소개→트렌드 설명→병원 메시지→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","공용: 의료 트렌드 질문을 전문의 설명과 기관 안내로 연결","의료 트렌드·병원 정보·전문가 설명","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-LIFE-STAGE-PRODUCT-INTRO-001","연령대별 제품 정보 도입형","연령대 대비→제품 특징→구매 안내","정보형 도입","연령대 대비→제품 특징→구매 안내","30-60초","핵심 자막·정보 카드","말하는 얼굴·정보 카드형 릴스","","","","https://www.instagram.com/jilgyungyi_official/reel/DLqvEgAvN4u/;https://www.instagram.com/byak_yaksa/reel/DcJYjtUPtFU/","","1","1","2026-08-17","2026-08-17","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→연령대 대비→제품 특징→구매 안내→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","선영: 연령대별 생활용품·건강 제품 선택 기준으로 전환","연령대·생활용품·제품 선택","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-18 byak_yaksa DcJYjtUPtFU 추가: 여성 연령대별 칼마디 설명."
"FMT-DERMATOLOGY-MATCH-TABLE-001","전문의 매칭표·DM 연결형","댓글 참여→전문의 매칭표 제공→DM 유도","정보형 도입","댓글 참여→전문의 매칭표 제공→DM 유도","","핵심 자막·정보 카드","","","","","https://www.instagram.com/zeroderma_official/reel/Dah1oV9T3fH/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→댓글 참여→전문의 매칭표 제공→DM 유도→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","선영: 피부 고민별 진료 선택표와 상담 연결로 전환","피부 고민·전문의 매칭·상담","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-PHARMACY-PROFILE-ROUTING-001","핵심 안내·프로필 연결형","핵심 안내→프로필 링크 연결","정보형 도입","핵심 안내→프로필 링크 연결","30-45초","핵심 자막·정보 카드","프로필 릴스 목록","","","","https://www.instagram.com/dana_pharmacy_/reel/CzxKCTMhU29/;https://www.instagram.com/salt.yaksa/reel/DbnejMAT_WJ/","1.0555","4","26","2023-11-17","2026-08-11","여유 있음","국내 메디컬 인접 계정","미조사","상","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→핵심 안내→프로필 링크 연결→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음. 수면 후속 정보를 파트너 링크로 연결한 릴스 사례를 추가 확인했으며, 교육 정보와 상업 링크를 분리하면 다른 약국 건강 주제에도 이식 가능.","수면시간·불면 신호·진료 기준을 먼저 설명하고, 제품·파트너 링크는 광고·제휴 여부를 명시한 별도 구역으로 분리한다.","수면·약국·지역건강·복약지도","선영·오약·공용","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-11 salt.yaksa/DbnejMAT_WJ 추가: views215000·account median111000·배수1.94; 디슬립 파트너 링크·프로필 연결 확인; 국내 사용 2계정·2영상, 소진도 여유 있음; 광고·제휴 표기 미확인으로 유료도달 의심만 기록 | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 2계정·2영상에서 4계정·26영상으로 보정; 소진도는 기존 값 유지."
"FMT-PHARMACY-CAMPAIGN-VISIT-001","약국 캠페인 혜택·방문 유도형","캠페인 제시→혜택 안내→방문 유도","정보형 도입","캠페인 제시→혜택 안내→방문 유도","","핵심 자막·정보 카드","","","","","https://www.instagram.com/readyyoungpharmacy_global/reel/Dbem_h_TJ73/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→캠페인 제시→혜택 안내→방문 유도→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","공용: 약국 캠페인 혜택과 방문 전 확인 사항을 순서대로 안내","약국 캠페인·혜택·방문 안내","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-CLINIC-VISIT-HEALTH-INTRO-001","의료진 방문·건강 정보 안내형","인물 방문→건강 정보→병원 안내","정보형 도입","인물 방문→건강 정보→병원 안내","","핵심 자막·정보 카드","","","","","https://www.instagram.com/urimedi1/reel/Da_35lFplv4/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→인물 방문→건강 정보→병원 안내→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.","공용: 의료진 방문 장면을 건강 정보와 진료 안내로 연결","의료진 방문·건강 정보·병원 안내","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-CHARACTER-EMOTION-EVENT-001","감정 질문·캐릭터 공감 행사형","감정 질문→캐릭터 공감→행사 안내","정보형 도입","감정 질문→캐릭터 공감→행사 안내","","핵심 자막·정보 카드","","","","","https://www.instagram.com/fitamin_official/reel/C9__PWep5ht/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→감정 질문→캐릭터 공감→행사 안내→핵심 자막·정보 카드. E10 역추적은 아직 확인하지 않음.","공용: 건강 고민을 캐릭터 공감 장면과 행사 안내로 연결","건강 캠페인·캐릭터 공감·행사 안내","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-MEME-ATHLETE-MESSAGE-001","밈 이벤트·선수 대결 메시지형","밈 이벤트→선수 대결→기관 메시지","정보형 도입","밈 이벤트→선수 대결→기관 메시지","","핵심 자막·정보 카드","","","","","https://www.instagram.com/korea_anti_doping_agency/reel/Dawz70Oxl4b/","","","","","","미측정","국내 메디컬 인접 계정","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→밈 이벤트→선수 대결→기관 메시지→핵심 자막·정보 카드. E10 역추적은 아직 확인하지 않음.","공용: 약물안전 상식을 밈·대결 형식과 기관 메시지로 전환","약물안전·도핑방지·선수건강","김주성·오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-EXPERIENCE-EVIDENCE-TIP-001","경험 질문·근거 탐색 생활팁형","경험 제시→근거 탐색→생활 팁","상황 질문형","경험 제시→근거 탐색→생활 팁","","핵심 자막·선택 기준","","","","","https://www.instagram.com/woori_yaksa/reel/DbK-dmEhvb6/","","1","1","2026-07-23","2026-07-23","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 상황 질문형→경험 제시→근거 탐색→생활 팁→핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.","김주성: 건강 경험에서 성분·복약 근거를 탐색해 생활팁으로 마무리","혈당·염증·생활습관·근거","선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
"FMT-QUESTION-CONTRAINDICATION-GUIDE-001","가능·금기 구분 질문형","선택 질문→가능·금기 구분→근거","상황 질문형","선택 질문→가능·금기 구분→근거","","핵심 자막·선택 기준","약사 설명형 릴스","","","","https://www.instagram.com/yeogi_yaksa/reel/DaPuWFeIbDn/","","2","2","2026-07-01","2026-08-09","여유 있음","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 상황 질문형→선택 질문→가능·금기 구분→근거→핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.","김주성: 복용 가능·금기 상황을 질문으로 열고 근거로 정리","여성건강·임신준비·복용 기준","오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-09 23:08:33+09:00 E1 로그인 read-only에서 yaksa_mommy/DZM6VWtS94M의 돼요·안돼요 임신 질문형을 직접 확인; 기존 포맷 사용 2계정·2영상으로 갱신."
"FMT-SIDE-EFFECT-MANAGEMENT-QUESTION-001","부작용 항목·관리 기준 질문형","질문→부작용 항목→관리 기준","상황 질문형","질문→부작용 항목→관리 기준","","핵심 자막·선택 기준","","","","","https://www.instagram.com/yaksa_hwanghaeyeon_/reel/DaLTJwJvSBb/","","1","1","2026-06-29","2026-06-29","무주공산","국내 약사 인플루언서","미조사","검토","canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 상황 질문형→질문→부작용 항목→관리 기준→핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.","김주성: 약물 부작용 항목과 관리 기준을 질문형 자막으로 설명","약물안전·부작용·관리 기준","오약·선영","미사용","","후보","검토","canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상."
