ID,발견일시,발견엔진,계정핸들,계정명,팔로워,계정유형,국가,게시일,경과일,영상URL,shortcode,형식(릴스·캐러셀),길이초,조회수,좋아요,댓글,계정중앙조회수,배수,좋아요율,계정평소좋아요율,참여율비,댓글좋아요비,광고점수,광고판정,광고근거,카테고리,소주제,진입각도,증상·성분키워드,포맷ID,훅유형,훅문구(첫3초 자막 원문),구조,편집장치,촬영,길이대,음원명,포맷소진도,국내약사사용계정수,이식후보여부,용도(내용·형식·둘다),배정가능(김주성·오약·선영·공용·불가),등급,제외사유,한줄요약,왜터졌나(가설),우리버전제안(훅 문구 3개),캡처파일,이식심사점수,사람검토,사람메모,지표수집일시,썸네일파일,게이트판정,게이트근거,등급근거,유료도달의심,유료도달근거
CSUHOFFICIAL-DbAWt70yf5x,2026-08-05T17:01:03.546Z,E2-게이트후보,csuh_official,조선대학교병원ㅣChosun University Hospital,4382,국내 메디컬 인접 계정,국내,2026-07-19,18,https://www.instagram.com/csuh_official/reel/DbAWt70yf5x/,DbAWt70yf5x,릴스,72,2810,68,0,,,0.024199,,,0.0000,0,광고아님,캡션에 광고 표기 없음,증상,영유아 열성경련 대처,갑작스러운 경련 상황에서 보호자가 확인할 대처 정보를 짧게 전달,열성경련·영유아·응급대응·소아건강,,응급 상황형,아이가 열이 나면서 갑자기 팔다리를 떨고 의식을 잃는다면,위험 상황 제시 → 대처법 안내 → 영상 확인 유도,증상 장면과 대처 순서를 경고 자막으로 단계화,,,,무주공산,0,,내용,공용,미달,,영유아 열성경련이 발생했을 때 확인할 대처법을 병원 정보형으로 전달한다.,보호자가 당황하기 쉬운 상황을 증상과 대처 순서로 분리해 전달한다.,약물·응급 증상 콘텐츠를 ‘이럴 때는 무엇을 먼저 확인할까’ 순서형 카드로 구성한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 육아 브이로그가 아닌 소아 응급 증상 정보로 분류해 공용 배정. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 증상·소아건강 → 증상,2026-08-06T07:12:00+09:00,DbAWt70yf5x.jpg,미달,"1만 미만 구간(배수 2.07/8, 조회수 2,810/30,000, 팔로워 4,382)",미달: 조회수 2810; 배수 ,불명,참여율비 없음
GANGDONGKYUN-DbH6325st9p,2026-08-05T17:03:04.119Z,E2-게이트후보,gangdong_kyunghee,강동경희대학교병원,3199,국내 메디컬 인접 계정,국내,2026-07-22,15,https://www.instagram.com/gangdong_kyunghee/reel/DbH6325st9p/,DbH6325st9p,릴스,61,1732,,,,,,,,,0,광고아님,캡션에 광고 표기 없음,증상,돌발성 난청 위험,계절·환경 요인과 돌발성 난청을 교수 연구 결과로 연결,돌발성난청·이비인후과·고온다습·교수연구,,계절 위험형,"돌발성 난청, 덥고 습한 여름에 더 위험하다면",계절 위험 제시 → 연구 결과 소개 → 증상 주의,날씨 조건과 교수 연구 결과를 짧은 카드 자막으로 연결,,,,무주공산,0,,내용,공용,미달,,고온다습한 여름철 돌발성 난청 위험을 교수 연구 결과와 함께 설명한다.,계절 정보를 증상 위험과 연결해 시청자가 자신의 상태를 점검하게 한다.,날씨·생활습관 때문에 달라지는 복약·증상 주의점을 계절별 체크리스트로 전달한다.,,,검토,공개 HTML 설명에서 2026-07-22 게시일과 돌발성 난청 연구 내용을 확인했으나 좋아요·댓글 수는 공개 형식으로 파싱되지 않아 빈칸 처리. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 증상·이비인후과 → 증상,2026-08-06T07:12:00+09:00,DbH6325st9p.jpg,미달,"1만 미만 구간(배수 3.30/8, 조회수 1,732/30,000, 팔로워 3,199)",미달: 조회수 1732; 배수 ,불명,참여율비 없음
KUANSANHOSPI-Dbm2wdRiGgf,2026-08-05T17:05:10.362Z,E2-게이트후보,kuansanhospital,고려대학교 안산병원 | 공식 인스타그램,2990,국내 메디컬 인접 계정,국내,2026-08-03,3,https://www.instagram.com/kuansanhospital/reel/Dbm2wdRiGgf/,Dbm2wdRiGgf,릴스,66,4297,40,1,,,0.009309,,,0.0250,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,뇌종양센터 의료진 이야기,뇌종양 환자의 일상 회복을 의료진의 판단과 팀 이야기로 전달,뇌종양·신경외과·의료진·병원브랜드,FMT-CARE-TEAM-INTRO-001,의료진 팀 소개,뇌종양에 맞서는 의사가 가진 무기는?,환자 목표 제시 → 의료진 역할 → 팀의 판단 강조,의료진 초상과 수술·진료 공간을 짧은 문장으로 연결,,,,무주공산,0,,형식,공용,F,,뇌종양센터 의료진의 판단과 팀워크를 환자의 일상 회복이라는 목표와 연결한다.,병원 기술을 나열하지 않고 환자의 회복 목표와 의료진의 판단으로 보여준다.,약국 상담의 목표를 먼저 제시하고 그 목표를 지키는 구성원의 역할을 한 컷씩 소개한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 병원 브랜드·의료현장 레퍼런스로 채택. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 의료현장·신경외과 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:12:00+09:00,Dbm2wdRiGgf.jpg,미달,"1만 미만 구간(배수 2.97/8, 조회수 4,297/30,000, 팔로워 2,990)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
CONNECTCAREO-DXN0mp2gfXC,2026-08-05T17:05:10.576Z,E2-게이트후보,connectcare_official,커넥트케어-약·올바르게 복용하자,2933,국내 메디컬 인접 계정,국내,2026-04-16,112,https://www.instagram.com/connectcare_official/reel/DXN0mp2gfXC/,DXN0mp2gfXC,릴스,32,344,4,0,,,0.011628,,,0.0000,0,광고아님,캡션에 광고 표기 없음,영양제·성분,쏘팔메토 전립선 건강 정보,건강기능식품의 효용을 질문형으로 제시하고 성분 정보를 설명,쏘팔메토·전립선건강·건강기능식품·성분정보,,효용 질문형,"쏘팔메토, 전립선 건강에 정말 도움이 될까요?",효용 질문 → 성분 소개 → 기대 범위 설명,성분명과 기능 설명을 식물 이미지·짧은 자막으로 연결,,,,무주공산,0,,내용,공용,미달,,쏘팔메토가 전립선 건강에 도움이 되는지 성분 정보와 함께 설명한다.,제품 추천보다 성분의 기대 효용을 먼저 질문해 정보 판별 흐름을 만든다.,영양제 성분의 효용·한계·복용 주의를 질문과 답변 카드로 나눈다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 제품 판매보다 성분 정보형으로 판단해 채택. 영양제 상한 감시 대상에 포함. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 영양제·남성건강 → 영양제·성분,2026-08-06T07:12:00+09:00,DXN0mp2gfXC.jpg,미달,"1만 미만 구간(배수 1.35/8, 조회수 344/30,000, 팔로워 2,933)",미달: 조회수 344; 배수 ,불명,참여율비 없음
SHINYJJEONG-DawZjSXzZCK,2026-08-05T17:21:38.730Z,E2-게이트후보,shiny_jjeong,약국언니l Good Better Best l마켓굿베베,2889,국내 메디컬 인접 계정,국내,2026-07-13,24,https://www.instagram.com/shiny_jjeong/reel/DawZjSXzZCK/,DawZjSXzZCK,릴스,4,2380,,,,,,,,,0,광고아님,캡션에 광고 표기 없음,증상,냉방병과 여름감기 구분,비슷한 증상을 같은 질환으로 오해하는 상황을 비교 설명으로 정리,냉방병·여름감기·기침·목통증,,증상 비교형,냉방병인 줄 알았는데 여름감기였다고요?,증상 공감 → 두 질환 비교 → 구분 필요성 강조,두 질환의 증상과 차이를 비교 카드로 분리,,,,무주공산,0,,내용,공용,미달,,냉방병과 여름감기의 증상이 비슷해도 다른 질환일 수 있다는 점을 설명한다.,비슷한 증상을 하나의 원인으로 단정하는 오해를 비교 구조로 바로잡는다.,약국에서 자주 혼동하는 증상 두 가지를 나란히 비교해 확인 질문으로 연결한다.,,,검토,공개 HTML 설명에서 2026-07-13 게시일과 냉방병·여름감기 비교 내용을 확인했으나 좋아요·댓글 수는 공개 형식으로 파싱되지 않아 빈칸 처리. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 생활습관·감기 → 증상,2026-08-06T07:22:00+09:00,DawZjSXzZCK.jpg,미달,"1만 미만 구간(배수 6.44/8, 조회수 2,380/30,000, 팔로워 2,889)",미달: 조회수 2380; 배수 ,불명,참여율비 없음
CNUHOFFICIAL-C5zcV4xS1-Z,2026-08-05T17:25:44.929Z,E2-게이트후보,cnuh_official,전남대학교병원,2680,국내 메디컬 인접 계정,국내,2024-04-15,843,https://www.instagram.com/cnuh_official/reel/C5zcV4xS1-Z/,C5zcV4xS1-Z,릴스,57,3538,44,0,,,0.012436,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,병원 친절 직원 이야기,환자 곁을 지키는 간호사의 행동을 사연과 축하 형식으로 소개,간호사·환자경험·병원브랜드·친절,FMT-STAFF-STORY-THANKS-001,사연 축하형,환자 곁을 지켜주는 친절한 미소의 주인공,사연 소개 → 직원 등장 → 환자 중심 메시지,직원 초상과 환자 사연 자막을 차분하게 연결,,,,무주공산,0,,형식,선영,F,,환자 곁을 지키는 간호사를 사연과 축하 형식으로 소개해 병원 경험을 전달한다.,기관 홍보를 직원의 실제 행동과 환자 사연으로 구체화한다.,약국에서 신뢰를 만든 상담 행동을 고객 사연과 구성원 한 문장으로 보여준다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 병원 인물·환자경험 레퍼런스로 채택. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 의료현장·병원 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:22:00+09:00,C5zcV4xS1-Z.jpg,미달,"1만 미만 구간(배수 2.01/8, 조회수 3,538/30,000, 팔로워 2,680)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
GOODHOSPITAL-Dbj_Bj8AREj,2026-08-05T17:27:15.569Z,E2-게이트후보,goodhospitals,은성의료재단 좋은병원들,2531,국내 메디컬 인접 계정,국내,2026-07-31,6,https://www.instagram.com/goodhospitals/reel/Dbj_Bj8AREj/,Dbj_Bj8AREj,릴스,33,14000,42,1,,,0.003000,,,0.0238,0,광고아님,캡션에 광고 표기 없음,육아,자연분만 출산 후기,출산 과정의 도전과 선택을 실제 산모 경험 중심으로 전달,자연분만·출산후기·산모·여성건강,,실제 후기형,"40주 4일, 자연분만을 원했던 초산맘의 도전",출산 목표 제시 → 과정의 어려움 → 출산 결과와 경험,출산 전 기대와 실제 경험을 장면·자막으로 단계화,,,,무주공산,0,,내용,선영,미달,,자연분만을 선택한 산모의 출산 과정을 실제 후기 형식으로 전달한다.,출산 정보를 추상적 설명보다 산모의 선택과 경험으로 이해하게 한다.,여성건강 상담 정보를 실제 질문·경험·전문가 확인의 세 단계로 구성한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 육아 브이로그가 아닌 출산 경험 정보로 분류해 선영 배정. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 여성건강·출산 → 육아,2026-08-06T07:22:00+09:00,Dbj_Bj8AREj.jpg,미달,"1만 미만 구간(배수 6.69/8, 조회수 14,000/30,000, 팔로워 2,531)",미달: 조회수 14000; 배수 ,불명,참여율비 없음
KHISINSTA-DTPaymmCXrw,2026-08-05T17:27:15.569Z,E2-게이트후보,khis_insta,한국보건의료정보원,2515,국내 메디컬 인접 계정,국내,2026-01-07,211,https://www.instagram.com/khis_insta/reel/DTPaymmCXrw/,DTPaymmCXrw,릴스,60,774,24,0,,,0.031008,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,나의건강기록 앱 현장 홍보,상급종합병원 현장에서 건강기록 앱을 직접 소개하는 공공서비스 방식,나의건강기록·건강정보·공공서비스·병원현장,FMT-HOSPITAL-APP-TOUR-001,현장 체험형,전국 상급종합병원 21개소에서 직접 소개한 나의건강기록 앱,현장 방문 → 앱 소개 → 이용 장면,병원 현장 방문과 앱 설명 장면을 짧게 연결,,,,무주공산,0,,형식,공용,F,,상급종합병원 방문 현장에서 나의건강기록 앱을 소개하는 공공서비스 콘텐츠다.,공공서비스를 기관 설명에 그치지 않고 이용자가 만나는 현장으로 보여준다.,약 복용 기록·상담 준비 서비스를 약국 방문 전후의 실제 장면으로 설명한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 공공 건강정보 서비스 형식 레퍼런스로 채택. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 의료정보·생활안전 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:22:00+09:00,DTPaymmCXrw.jpg,미달,"1만 미만 구간(배수 1.78/8, 조회수 774/30,000, 팔로워 2,515)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
NMCOFFICIAL-Dbc4dpIRU65,2026-08-05T17:27:15.569Z,E2-게이트후보,nmc_official,국립중앙의료원,2426,국내 메디컬 인접 계정,국내,2026-07-31,6,https://www.instagram.com/nmc_official/reel/Dbc4dpIRU65/,Dbc4dpIRU65,릴스,143,3146,42,0,,,0.013350,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,환자 감사 사연과 간호사,내원객의 따뜻한 사연을 간호사 출연으로 전달,국립중앙의료원·간호사·환자사연·병원브랜드,FMT-NURSE-THANKS-STORY-001,감사 사연형,내원객의 따뜻한 이야기를 대신 전해드립니다,사연 전달 → 간호사 출연 → 감사 메시지,사연 자막과 간호사 인터뷰를 감정선 중심으로 연결,,,,무주공산,0,,형식,선영,F,,내원객의 감사 사연을 간호사 출연과 연결해 병원 경험을 전달한다.,병원 가치를 기관 문구보다 환자 사연과 직원 표정으로 전달한다.,고객의 감사·질문·후기를 구성원의 실제 답변과 연결해 신뢰를 만든다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 병원 커뮤니케이션 레퍼런스로 채택. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 의료현장·병원 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:22:00+09:00,Dbc4dpIRU65.jpg,미달,"1만 미만 구간(배수 3.84/8, 조회수 3,146/30,000, 팔로워 2,426)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
KPANEWS1968-DbmyTrcI6Xd,2026-08-05T17:27:15.569Z,E2-게이트후보,kpanews1968,약사공론,2400,국내 메디컬 인접 계정,국내,2026-08-03,3,https://www.instagram.com/kpanews1968/reel/DbmyTrcI6Xd/,DbmyTrcI6Xd,릴스,29,1201,3,0,,,0.002498,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약물안전·복약,피임약 작용 원리,피임약이 배란과 점액에 미치는 작용을 30초 설명으로 압축,피임약·배란·여성건강·약사설명,,30초 설명형,피임약은 어떤 원리일까요?,질문 제시 → 작용 원리 설명 → 핵심 용어 정리,배란·점액 작용을 짧은 문장과 도식 자막으로 설명,,,,무주공산,0,,내용,공용,미달,,피임약이 배란과 점액에 작용하는 원리를 약사 설명으로 짧게 전달한다.,의약품 작용 원리를 비유와 핵심 용어로 압축해 이해를 돕는다.,일반약·여성건강 의약품의 작용 원리를 30초 질문·답변으로 정리한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 여성건강 의약품 정보로 공용 배정. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 여성건강·의약품 → 약물안전·복약,2026-08-06T07:22:00+09:00,DbmyTrcI6Xd.jpg,미달,"1만 미만 구간(배수 1.58/8, 조회수 1,201/30,000, 팔로워 2,400)",미달: 조회수 1201; 배수 ,불명,참여율비 없음
HIMCHANHOSPI-DXglmS_jDZc,2026-08-05T17:28:52.030Z,E2-게이트후보,himchanhospital,힘찬병원,2166,국내 메디컬 인접 계정,국내,2026-04-24,104,https://www.instagram.com/himchanhospital/reel/DXglmS_jDZc/,DXglmS_jDZc,릴스,60,518,12,0,,,0.023166,,,0.0000,0,광고아님,캡션에 광고 표기 없음,증상,클라이밍 어깨·손가락 손상,클라이밍 동작에서 집중되는 부위와 과사용 증상을 운동 주의로 전달,클라이밍·어깨부상·손가락부상·운동건강,,운동 주의형,클라이밍에서 어깨와 손가락 부상을 주의하세요,운동 동작 제시 → 손상 부위 설명 → 과사용 주의,운동 동작과 손상 부위를 해부학 자막으로 연결,,,,무주공산,0,,내용,공용,미달,,클라이밍에서 어깨와 손가락에 생길 수 있는 과사용 손상을 설명한다.,운동을 막연히 권하거나 금지하지 않고 특정 동작과 손상 부위를 연결한다.,운동·다이어트 영양제 콘텐츠에서 행동 장면과 주의할 증상을 한 화면에 배치한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 운동건강 정보형으로 공용 배정. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 생활습관·운동건강 → 증상,2026-08-06T07:22:00+09:00,DXglmS_jDZc.jpg,미달,"1만 미만 구간(배수 1.65/8, 조회수 518/30,000, 팔로워 2,166)",미달: 조회수 518; 배수 ,불명,참여율비 없음
KOMEFOFFICIA-CwfUBGbIOsA,2026-08-05T17:28:52.030Z,E2-게이트후보,komef_official,한국의료재단 종합검진센터(여의도IFC) 공식 인스타그램,2050,국내 메디컬 인접 계정,국내,2023-08-28,1074,https://www.instagram.com/komef_official/reel/CwfUBGbIOsA/,CwfUBGbIOsA,릴스,20,367,12,1,,,0.032698,,,0.0833,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,종합검진센터 방문 소개,건강검진센터 방문을 탐색형 영상으로 보여줘 검진 접근성을 높임,건강검진·종합검진센터·검진안내·병원브랜드,FMT-CHECKUP-CENTER-TOUR-001,방문 탐색형,건강을 찾아 한국의료재단 종합검진센터를 찾다,센터 방문 → 공간·검진 소개 → 이용 유도,검진 공간과 안내 문구를 이동 동선처럼 연결,,,,무주공산,0,,형식,선영,F,,종합검진센터를 방문해 공간과 검진 서비스를 탐색형으로 소개한다.,검진센터 정보를 시설 목록이 아니라 방문 경험으로 전달한다.,약국 상담 공간과 추천 동선을 실제 방문자의 시선으로 보여준다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 검진센터 방문형 레퍼런스로 채택. 게이트 미달을 유지.; F급 정규화(2026-08-06): 용도 형식 · 훅+구조+편집장치 지문 국내 사용 1계정 · 각색안 존재; 카테고리 §5 정규화(2026-08-06): 건강검진·생활습관 → 약국·의료현장; 중간 프레임 캡처 보류(2026-08-06): 현재 브라우저 배치 탭 DOM 공란·CDP Page.captureScreenshot 시간초과; 캡처파일 공란 유지·개별 재시도 필요 | F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.,2026-08-06T07:22:00+09:00,CwfUBGbIOsA.jpg,미달,"1만 미만 구간(배수 2.57/8, 조회수 367/30,000, 팔로워 2,050)",F: 형식 전용 · 훅·구조·편집장치 지문 국내 사용 1계정 · 각색안 기록,불명,참여율비 없음
EOYEOMOOFFIC-DQp0Dryj7JO,2026-08-05T17:34:26.095Z,E2-게이트후보,_eoyeomo_official,어여모,1558,국내 메디컬 인접 계정,국내,2025-11-04,275,https://www.instagram.com/_eoyeomo_official/reel/DQp0Dryj7JO/,DQp0Dryj7JO,릴스,19,4572,0,0,,,0.000000,,,,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,임신·수유기 약물상담 교육,임산부 상담 전문약사 교육을 전문의·교수 강사진과 연결,임신·수유·약물상담·전문약사·여성건강,,교육 과정 소개형,10년째 이어온 임산부상담 전문약사 교육,교육 과정 소개 → 강사진·협력기관 → 상담 대상 제시,교육 과정·강사진·상담 대상을 정보 카드로 나눔,,,,무주공산,0,,내용,선영,미달,,임신·수유기 약물상담 전문약사 교육의 구조와 대상을 소개한다.,여성건강 의약품 상담의 전문성을 교육 과정과 협력기관으로 구체화한다.,여성건강 상담에서 자주 나오는 질문을 전문약사 교육형 미니 강의로 풀어낸다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인했으며 좋아요 0은 공개 표시값 그대로 기록. 제품 판매가 아닌 약사 교육으로 분류. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 여성건강·약사교육 → 약국·의료현장,2026-08-06T07:32:00+09:00,DQp0Dryj7JO.jpg,미달,"1만 미만 구간(배수 5.16/8, 조회수 4,572/30,000, 팔로워 1,558)",미달: 조회수 4572; 배수 ,불명,참여율비 없음
NIDSKOREA-DY0r9SigYJU,2026-08-05T17:34:26.095Z,E2-게이트후보,nids_korea,한국의료기기안전정보원,1526,국내 메디컬 인접 계정,국내,2026-05-26,72,https://www.instagram.com/nids_korea/reel/DY0r9SigYJU/,DY0r9SigYJU,릴스,107,345,6,0,,,0.017391,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,의료기기의 날 소개,의료기기 산업과 건강·안전의 관계를 기념일 정보로 전달,의료기기·의료안전·공공정보·기념일,,기념일 질문형,"5월 29일은 의료기기의 날, 어떤 날인지 알아볼까요?",기념일 질문 → 지정 목적 → 건강·안전 역할,기념일·지정 목적·안전 역할을 캐릭터와 카드로 설명,,,,무주공산,0,,내용,공용,미달,,의료기기의 날과 의료기기 산업이 건강과 안전에 미치는 역할을 소개한다.,낯선 산업·공공 주제를 기념일이라는 쉬운 진입점으로 설명한다.,약물안전·복약 관련 공공 제도를 기념일·질문·핵심 역할의 세 장면으로 소개한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 의료기기 안전 공공정보로 채택. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 의료정보·생활안전 → 약국·의료현장,2026-08-06T07:32:00+09:00,DY0r9SigYJU.jpg,미달,"1만 미만 구간(배수 1.34/8, 조회수 345/30,000, 팔로워 1,526)",미달: 조회수 345; 배수 ,불명,참여율비 없음
PILLGRAMOFFI-DCNekggMRWs,2026-08-05T17:38:09.359Z,E2-게이트후보,pillgram_official,맞춤영양제 필그램 PILLGRAM,1364,국내 메디컬 인접 계정,국내,2024-11-10,634,https://www.instagram.com/pillgram_official/reel/DCNekggMRWs/,DCNekggMRWs,릴스,52,1496,9,3,,,0.006016,,,0.3333,0,광고아님,캡션에 광고 표기 없음,영양제·성분,맞춤영양제 복용 주의,맞춤영양제도 성분과 복용법을 확인해야 한다는 질문형 정보,맞춤영양제·복용법·성분확인·건강기능식품,,효과 의문형,영양제도 아무거나 먹으면 효과가 없을 수 있다면?,효과 의문 제시 → 맞춤 제품의 한계 → 성분 확인 유도,맞춤영양제 포장과 성분 확인 자막을 교차 배치,,,,무주공산,0,,내용,공용,미달,,맞춤영양제도 무조건 효과가 있는 것은 아니라는 점을 성분·복용법 확인으로 연결한다.,제품을 바로 추천하지 않고 성분·복용법을 확인해야 한다는 판단 기준을 준다.,영양제 광고 문구를 성분·근거·복용 주의 세 칸으로 나눠 확인한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 제품 계정이지만 게시물은 맞춤영양제 과장 기대를 점검하는 정보형으로 채택. 영양제 상한 감시 대상. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 영양제·광고판별 → 영양제·성분,2026-08-06T07:32:00+09:00,DCNekggMRWs.jpg,미달,"1만 미만 구간(배수 3.96/8, 조회수 1,496/30,000, 팔로워 1,364)",미달: 조회수 1496; 배수 ,불명,참여율비 없음
YONSEIWOORIH-Da_vYM-N-VF,2026-08-05T17:39:41.884Z,E2-게이트후보,yonseiwoori_hospital,연세우리병원(척추·관절·내과·검진),1174,국내 메디컬 인접 계정,국내,2026-07-19,18,https://www.instagram.com/yonseiwoori_hospital/reel/Da_vYM-N-VF/,Da_vYM-N-VF,릴스,34,264,1,0,,,0.003788,,,0.0000,0,광고아님,캡션에 광고 표기 없음,약국·의료현장,양방향 척추 내시경 치료 사례,치료 사례와 시술명을 짧게 제시해 척추 치료 정보를 전달,척추내시경·정형외과·치료사례·병원정보,,치료 사례형,"양방향 척추 내시경, 열 번째 치료 사례",치료 사례 제시 → 시술명 소개 → 병원 정보,시술명·치료 사례·병원 위치를 순서대로 배치,,,,무주공산,0,,내용,선영,미달,,양방향 척추 내시경 치료 사례를 짧은 병원 정보형으로 소개한다.,전문 시술명을 환자 사례와 연결해 병원 정보의 진입 장벽을 낮춘다.,약국 상담 사례를 증상·확인 질문·안전한 다음 행동 순서로 정리한다.,,,검토,공개 HTML에서 좋아요·댓글·게시일을 확인. 병원 치료 사례 정보로 채택. 게이트 미달을 유지.; 카테고리 §5 정규화(2026-08-06): 의료현장·정형외과 → 약국·의료현장,2026-08-06T07:32:00+09:00,Da_vYM-N-VF.jpg,미달,"1만 미만 구간(배수 1.18/8, 조회수 264/30,000, 팔로워 1,174)",미달: 조회수 264; 배수 ,불명,참여율비 없음
